game_pk,date,away_team,away_score,home_score,home_team,win_team,lose_team,win_score,lose_score,final_score
718545,2023-04-16,Colorado Rockies,0,1,Seattle Mariners,Seattle Mariners,Colorado Rockies,1,0,1-0
718549,2023-04-16,Milwaukee Brewers,1,0,San Diego Padres,Milwaukee Brewers,San Diego Padres,1,0,1-0
718552,2023-04-16,Texas Rangers,9,1,Houston Astros,Texas Rangers,Houston Astros,9,1,9-1
718540,2023-04-17,Los Angeles Angels,5,4,Boston Red Sox,Los Angeles Angels,Boston Red Sox,5,4,5-4
718542,2023-04-17,Tampa Bay Rays,1,8,Cincinnati Reds,Cincinnati Reds,Tampa Bay Rays,8,1,8-1
718544,2023-04-17,San Francisco Giants,3,4,Miami Marlins,Miami Marlins,San Francisco Giants,4,3,4-3
718539,2023-04-17,Texas Rangers,4,0,Kansas City Royals,Texas Rangers,Kansas City Royals,4,0,4-0
718538,2023-04-17,Arizona Diamondbacks,6,3,St. Louis Cardinals,Arizona Diamondbacks,St. Louis Cardinals,6,3,6-3
718537,2023-04-17,Toronto Blue Jays,2,9,Houston Astros,Houston Astros,Toronto Blue Jays,9,2,9-2
718535,2023-04-17,Pittsburgh Pirates,14,3,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies,14,3,14-3
718536,2023-04-17,Chicago Cubs,10,1,Oakland Athletics,Chicago Cubs,Oakland Athletics,10,1,10-1
718533,2023-04-17,Atlanta Braves,2,0,San Diego Padres,Atlanta Braves,San Diego Padres,2,0,2-0
718534,2023-04-17,Milwaukee Brewers,7,3,Seattle Mariners,Milwaukee Brewers,Seattle Mariners,7,3,7-3
718532,2023-04-17,New York Mets,8,6,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers,8,6,8-6
718530,2023-04-18,Cleveland Guardians,3,4,Detroit Tigers,Detroit Tigers,Cleveland Guardians,4,3,4-3
718541,2023-04-18,Cleveland Guardians,0,1,Detroit Tigers,Detroit Tigers,Cleveland Guardians,1,0,1-0
718525,2023-04-18,Philadelphia Phillies,7,4,Chicago White Sox,Philadelphia Phillies,Chicago White Sox,7,4,7-4
718543,2023-04-18,Philadelphia Phillies,0,3,Chicago White Sox,Chicago White Sox,Philadelphia Phillies,3,0,3-0
718526,2023-04-18,Tampa Bay Rays,10,0,Cincinnati Reds,Tampa Bay Rays,Cincinnati Reds,10,0,10-0
718528,2023-04-18,San Francisco Giants,2,4,Miami Marlins,Miami Marlins,San Francisco Giants,4,2,4-2
718531,2023-04-18,Baltimore Orioles,1,0,Washington Nationals,Baltimore Orioles,Washington Nationals,1,0,1-0
718529,2023-04-18,Los Angeles Angels,5,2,New York Yankees,Los Angeles Angels,New York Yankees,5,2,5-2
718524,2023-04-18,Minnesota Twins,4,5,Boston Red Sox,Boston Red Sox,Minnesota Twins,5,4,5-4
718522,2023-04-18,Texas Rangers,12,2,Kansas City Royals,Texas Rangers,Kansas City Royals,12,2,12-2
718527,2023-04-18,Arizona Diamondbacks,8,7,St. Louis Cardinals,Arizona Diamondbacks,St. Louis Cardinals,8,7,8-7
718520,2023-04-18,Toronto Blue Jays,4,2,Houston Astros,Toronto Blue Jays,Houston Astros,4,2,4-2
718521,2023-04-18,Pittsburgh Pirates,5,3,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies,5,3,5-3
718523,2023-04-18,Chicago Cubs,4,0,Oakland Athletics,Chicago Cubs,Oakland Athletics,4,0,4-0
718519,2023-04-18,Atlanta Braves,8,1,San Diego Padres,Atlanta Braves,San Diego Padres,8,1,8-1
718517,2023-04-18,Milwaukee Brewers,6,5,Seattle Mariners,Milwaukee Brewers,Seattle Mariners,6,5,6-5
718516,2023-04-18,New York Mets,0,5,Los Angeles Dodgers,Los Angeles Dodgers,New York Mets,5,0,5-0
718515,2023-04-19,Tampa Bay Rays,8,0,Cincinnati Reds,Tampa Bay Rays,Cincinnati Reds,8,0,8-0
718513,2023-04-19,Cleveland Guardians,3,2,Detroit Tigers,Cleveland Guardians,Detroit Tigers,3,2,3-2
718511,2023-04-19,San Francisco Giants,5,2,Miami Marlins,San Francisco Giants,Miami Marlins,5,2,5-2
718512,2023-04-19,Arizona Diamondbacks,5,14,St. Louis Cardinals,St. Louis Cardinals,Arizona Diamondbacks,14,5,14-5
718514,2023-04-19,Texas Rangers,12,3,Kansas City Royals,Texas Rangers,Kansas City Royals,12,3,12-3
718510,2023-04-19,Philadelphia Phillies,5,2,Chicago White Sox,Philadelphia Phillies,Chicago White Sox,5,2,5-2
718508,2023-04-19,New York Mets,5,3,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers,5,3,5-3
718509,2023-04-19,Pittsburgh Pirates,14,3,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies,14,3,14-3
718506,2023-04-19,Chicago Cubs,12,2,Oakland Athletics,Chicago Cubs,Oakland Athletics,12,2,12-2
718507,2023-04-19,Atlanta Braves,0,1,San Diego Padres,San Diego Padres,Atlanta Braves,1,0,1-0
718502,2023-04-19,Milwaukee Brewers,5,3,Seattle Mariners,Milwaukee Brewers,Seattle Mariners,5,3,5-3
718518,2023-04-19,Baltimore Orioles,4,0,Washington Nationals,Baltimore Orioles,Washington Nationals,4,0,4-0
718504,2023-04-19,Los Angeles Angels,2,3,New York Yankees,New York Yankees,Los Angeles Angels,3,2,3-2
718505,2023-04-19,Minnesota Twins,10,4,Boston Red Sox,Minnesota Twins,Boston Red Sox,10,4,10-4
718501,2023-04-19,Toronto Blue Jays,1,8,Houston Astros,Houston Astros,Toronto Blue Jays,8,1,8-1
718497,2023-04-20,Minnesota Twins,5,11,Boston Red Sox,Boston Red Sox,Minnesota Twins,11,5,11-5
718496,2023-04-20,Los Angeles Angels,3,9,New York Yankees,New York Yankees,Los Angeles Angels,9,3,9-3
718500,2023-04-20,Cincinnati Reds,3,4,Pittsburgh Pirates,Pittsburgh Pirates,Cincinnati Reds,4,3,4-3
718498,2023-04-20,Colorado Rockies,5,0,Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,5,0,5-0
718499,2023-04-20,Los Angeles Dodgers,6,2,Chicago Cubs,Los Angeles Dodgers,Chicago Cubs,6,2,6-2
718494,2023-04-20,San Diego Padres,7,5,Arizona Diamondbacks,San Diego Padres,Arizona Diamondbacks,7,5,7-5
718503,2023-04-20,New York Mets,9,4,San Francisco Giants,New York Mets,San Francisco Giants,9,4,9-4
718491,2023-04-21,Los Angeles Dodgers,0,13,Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,13,0,13-0
718492,2023-04-21,Cincinnati Reds,2,4,Pittsburgh Pirates,Pittsburgh Pirates,Cincinnati Reds,4,2,4-2
718486,2023-04-21,Chicago White Sox,7,8,Tampa Bay Rays,Tampa Bay Rays,Chicago White Sox,8,7,8-7
718495,2023-04-21,Detroit Tigers,1,2,Baltimore Orioles,Baltimore Orioles,Detroit Tigers,2,1,2-1
718493,2023-04-21,Colorado Rockies,3,4,Philadelphia Phillies,Philadelphia Phillies,Colorado Rockies,4,3,4-3
718487,2023-04-21,Toronto Blue Jays,6,1,New York Yankees,Toronto Blue Jays,New York Yankees,6,1,6-1
718489,2023-04-21,Houston Astros,6,4,Atlanta Braves,Houston Astros,Atlanta Braves,6,4,6-4
718490,2023-04-21,Oakland Athletics,5,4,Texas Rangers,Oakland Athletics,Texas Rangers,5,4,5-4
718482,2023-04-21,Washington Nationals,3,2,Minnesota Twins,Washington Nationals,Minnesota Twins,3,2,3-2
718483,2023-04-21,Boston Red Sox,5,3,Milwaukee Brewers,Boston Red Sox,Milwaukee Brewers,5,3,5-3
718485,2023-04-21,Kansas City Royals,0,2,Los Angeles Angels,Los Angeles Angels,Kansas City Royals,2,0,2-0
718484,2023-04-21,San Diego Padres,0,9,Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,9,0,9-0
718481,2023-04-21,St. Louis Cardinals,2,5,Seattle Mariners,Seattle Mariners,St. Louis Cardinals,5,2,5-2
718480,2023-04-21,New York Mets,7,0,San Francisco Giants,New York Mets,San Francisco Giants,7,0,7-0
718476,2023-04-22,Toronto Blue Jays,2,3,New York Yankees,New York Yankees,Toronto Blue Jays,3,2,3-2
718468,2023-04-22,Washington Nationals,10,4,Minnesota Twins,Washington Nationals,Minnesota Twins,10,4,10-4
718479,2023-04-22,Los Angeles Dodgers,9,4,Chicago Cubs,Los Angeles Dodgers,Chicago Cubs,9,4,9-4
718475,2023-04-22,Colorado Rockies,3,4,Philadelphia Phillies,Philadelphia Phillies,Colorado Rockies,4,3,4-3
718473,2023-04-22,Miami Marlins,6,1,Cleveland Guardians,Miami Marlins,Cleveland Guardians,6,1,6-1
718488,2023-04-22,Miami Marlins,3,2,Cleveland Guardians,Miami Marlins,Cleveland Guardians,3,2,3-2
718478,2023-04-22,New York Mets,4,7,San Francisco Giants,San Francisco Giants,New York Mets,7,4,7-4
718477,2023-04-22,Chicago White Sox,3,4,Tampa Bay Rays,Tampa Bay Rays,Chicago White Sox,4,3,4-3
718474,2023-04-22,Cincinnati Reds,1,2,Pittsburgh Pirates,Pittsburgh Pirates,Cincinnati Reds,2,1,2-1
718472,2023-04-22,Detroit Tigers,1,5,Baltimore Orioles,Baltimore Orioles,Detroit Tigers,5,1,5-1
718469,2023-04-22,Oakland Athletics,3,18,Texas Rangers,Texas Rangers,Oakland Athletics,18,3,18-3
718470,2023-04-22,Boston Red Sox,4,5,Milwaukee Brewers,Milwaukee Brewers,Boston Red Sox,5,4,5-4
718471,2023-04-22,Houston Astros,6,3,Atlanta Braves,Houston Astros,Atlanta Braves,6,3,6-3
718467,2023-04-22,San Diego Padres,5,3,Arizona Diamondbacks,San Diego Padres,Arizona Diamondbacks,5,3,5-3
718466,2023-04-22,Kansas City Royals,11,8,Los Angeles Angels,Kansas City Royals,Los Angeles Angels,11,8,11-8
718464,2023-04-22,St. Louis Cardinals,4,5,Seattle Mariners,Seattle Mariners,St. Louis Cardinals,5,4,5-4
718458,2023-04-23,Colorado Rockies,3,9,Philadelphia Phillies,Philadelphia Phillies,Colorado Rockies,9,3,9-3
718459,2023-04-23,Detroit Tigers,1,2,Baltimore Orioles,Baltimore Orioles,Detroit Tigers,2,1,2-1
718463,2023-04-23,Cincinnati Reds,0,2,Pittsburgh Pirates,Pittsburgh Pirates,Cincinnati Reds,2,0,2-0
718462,2023-04-23,Houston Astros,5,2,Atlanta Braves,Houston Astros,Atlanta Braves,5,2,5-2
718465,2023-04-23,Toronto Blue Jays,5,1,New York Yankees,Toronto Blue Jays,New York Yankees,5,1,5-1
718457,2023-04-23,Chicago White Sox,1,4,Tampa Bay Rays,Tampa Bay Rays,Chicago White Sox,4,1,4-1
718460,2023-04-23,Miami Marlins,4,7,Cleveland Guardians,Cleveland Guardians,Miami Marlins,7,4,7-4
718454,2023-04-23,Washington Nationals,1,3,Minnesota Twins,Minnesota Twins,Washington Nationals,3,1,3-1
718461,2023-04-23,Boston Red Sox,12,5,Milwaukee Brewers,Boston Red Sox,Milwaukee Brewers,12,5,12-5
718451,2023-04-23,Los Angeles Dodgers,7,3,Chicago Cubs,Los Angeles Dodgers,Chicago Cubs,7,3,7-3
718453,2023-04-23,Oakland Athletics,2,5,Texas Rangers,Texas Rangers,Oakland Athletics,5,2,5-2
718452,2023-04-23,Kansas City Royals,3,4,Los Angeles Angels,Los Angeles Angels,Kansas City Royals,4,3,4-3
718456,2023-04-23,San Diego Padres,7,5,Arizona Diamondbacks,San Diego Padres,Arizona Diamondbacks,7,5,7-5
718450,2023-04-23,St. Louis Cardinals,7,3,Seattle Mariners,St. Louis Cardinals,Seattle Mariners,7,3,7-3
718455,2023-04-23,New York Mets,4,5,San Francisco Giants,San Francisco Giants,New York Mets,5,4,5-4
718448,2023-04-24,Colorado Rockies,6,0,Cleveland Guardians,Colorado Rockies,Cleveland Guardians,6,0,6-0
718447,2023-04-24,Boston Red Sox,4,5,Baltimore Orioles,Baltimore Orioles,Boston Red Sox,5,4,5-4
718449,2023-04-24,Houston Astros,3,8,Tampa Bay Rays,Tampa Bay Rays,Houston Astros,8,3,8-3
718445,2023-04-24,Texas Rangers,6,7,Cincinnati Reds,Cincinnati Reds,Texas Rangers,7,6,7-6
718444,2023-04-24,Chicago White Sox,2,5,Toronto Blue Jays,Toronto Blue Jays,Chicago White Sox,5,2,5-2
718443,2023-04-24,Miami Marlins,0,11,Atlanta Braves,Atlanta Braves,Miami Marlins,11,0,11-0
718442,2023-04-24,New York Yankees,1,6,Minnesota Twins,Minnesota Twins,New York Yankees,6,1,6-1
718441,2023-04-24,Detroit Tigers,4,2,Milwaukee Brewers,Detroit Tigers,Milwaukee Brewers,4,2,4-2
718437,2023-04-24,Oakland Athletics,11,10,Los Angeles Angels,Oakland Athletics,Los Angeles Angels,11,10,11-10
718438,2023-04-24,Kansas City Royals,4,5,Arizona Diamondbacks,Arizona Diamondbacks,Kansas City Royals,5,4,5-4
718446,2023-04-24,St. Louis Cardinals,0,4,San Francisco Giants,San Francisco Giants,St. Louis Cardinals,4,0,4-0
718440,2023-04-25,Colorado Rockies,5,1,Cleveland Guardians,Colorado Rockies,Cleveland Guardians,5,1,5-1
718435,2023-04-25,Boston Red Sox,8,6,Baltimore Orioles,Boston Red Sox,Baltimore Orioles,8,6,8-6
718432,2023-04-25,Los Angeles Dodgers,8,7,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh Pirates,8,7,8-7
718436,2023-04-25,Houston Astros,5,0,Tampa Bay Rays,Houston Astros,Tampa Bay Rays,5,0,5-0
718434,2023-04-25,Texas Rangers,6,7,Cincinnati Reds,Cincinnati Reds,Texas Rangers,7,6,7-6
718430,2023-04-25,Seattle Mariners,5,3,Philadelphia Phillies,Seattle Mariners,Philadelphia Phillies,5,3,5-3
718433,2023-04-25,Chicago White Sox,0,7,Toronto Blue Jays,Toronto Blue Jays,Chicago White Sox,7,0,7-0
718431,2023-04-25,Washington Nationals,5,0,New York Mets,Washington Nationals,New York Mets,5,0,5-0
718429,2023-04-25,Miami Marlins,4,7,Atlanta Braves,Atlanta Braves,Miami Marlins,7,4,7-4
718426,2023-04-25,San Diego Padres,0,6,Chicago Cubs,Chicago Cubs,San Diego Padres,6,0,6-0
718427,2023-04-25,New York Yankees,2,6,Minnesota Twins,Minnesota Twins,New York Yankees,6,2,6-2
718428,2023-04-25,Detroit Tigers,4,3,Milwaukee Brewers,Detroit Tigers,Milwaukee Brewers,4,3,4-3
718425,2023-04-25,Oakland Athletics,3,5,Los Angeles Angels,Los Angeles Angels,Oakland Athletics,5,3,5-3
718422,2023-04-25,Kansas City Royals,5,4,Arizona Diamondbacks,Kansas City Royals,Arizona Diamondbacks,5,4,5-4
718439,2023-04-25,St. Louis Cardinals,4,5,San Francisco Giants,San Francisco Giants,St. Louis Cardinals,5,4,5-4
718424,2023-04-26,Texas Rangers,3,5,Cincinnati Reds,Cincinnati Reds,Texas Rangers,5,3,5-3
718416,2023-04-26,Boston Red Sox,2,6,Baltimore Orioles,Baltimore Orioles,Boston Red Sox,6,2,6-2
718420,2023-04-26,Chicago White Sox,0,8,Toronto Blue Jays,Toronto Blue Jays,Chicago White Sox,8,0,8-0
718421,2023-04-26,Colorado Rockies,1,4,Cleveland Guardians,Cleveland Guardians,Colorado Rockies,4,1,4-1
718417,2023-04-26,New York Yankees,12,6,Minnesota Twins,New York Yankees,Minnesota Twins,12,6,12-6
718419,2023-04-26,Detroit Tigers,2,6,Milwaukee Brewers,Milwaukee Brewers,Detroit Tigers,6,2,6-2
718418,2023-04-26,Kansas City Royals,0,2,Arizona Diamondbacks,Arizona Diamondbacks,Kansas City Royals,2,0,2-0
718413,2023-04-26,Los Angeles Dodgers,1,8,Pittsburgh Pirates,Pittsburgh Pirates,Los Angeles Dodgers,8,1,8-1
718414,2023-04-26,Houston Astros,1,0,Tampa Bay Rays,Houston Astros,Tampa Bay Rays,1,0,1-0
718415,2023-04-26,Seattle Mariners,5,6,Philadelphia Phillies,Philadelphia Phillies,Seattle Mariners,6,5,6-5
718412,2023-04-26,Washington Nationals,4,1,New York Mets,Washington Nationals,New York Mets,4,1,4-1
718411,2023-04-26,Miami Marlins,4,6,Atlanta Braves,Atlanta Braves,Miami Marlins,6,4,6-4
718407,2023-04-26,San Diego Padres,5,3,Chicago Cubs,San Diego Padres,Chicago Cubs,5,3,5-3
718408,2023-04-26,Oakland Athletics,3,11,Los Angeles Angels,Los Angeles Angels,Oakland Athletics,11,3,11-3
718423,2023-04-26,St. Louis Cardinals,3,7,San Francisco Giants,San Francisco Giants,St. Louis Cardinals,7,3,7-3
718410,2023-04-27,Miami Marlins,5,4,Atlanta Braves,Miami Marlins,Atlanta Braves,5,4,5-4
718403,2023-04-27,Los Angeles Dodgers,2,6,Pittsburgh Pirates,Pittsburgh Pirates,Los Angeles Dodgers,6,2,6-2
718404,2023-04-27,Seattle Mariners,0,1,Philadelphia Phillies,Philadelphia Phillies,Seattle Mariners,1,0,1-0
718406,2023-04-27,San Diego Padres,2,5,Chicago Cubs,Chicago Cubs,San Diego Padres,5,2,5-2
718409,2023-04-27,St. Louis Cardinals,6,0,San Francisco Giants,St. Louis Cardinals,San Francisco Giants,6,0,6-0
718402,2023-04-27,Oakland Athletics,7,8,Los Angeles Angels,Los Angeles Angels,Oakland Athletics,8,7,8-7
718405,2023-04-27,Baltimore Orioles,7,4,Detroit Tigers,Baltimore Orioles,Detroit Tigers,7,4,7-4
718398,2023-04-27,Washington Nationals,8,9,New York Mets,New York Mets,Washington Nationals,9,8,9-8
718396,2023-04-27,Tampa Bay Rays,14,5,Chicago White Sox,Tampa Bay Rays,Chicago White Sox,14,5,14-5
718400,2023-04-27,Kansas City Royals,1,7,Minnesota Twins,Minnesota Twins,Kansas City Royals,7,1,7-1
718397,2023-04-27,New York Yankees,4,2,Texas Rangers,New York Yankees,Texas Rangers,4,2,4-2
718387,2023-04-28,Kansas City Royals,6,8,Minnesota Twins,Minnesota Twins,Kansas City Royals,8,6,8-6
718391,2023-04-28,Chicago Cubs,2,3,Miami Marlins,Miami Marlins,Chicago Cubs,3,2,3-2
718392,2023-04-28,Seattle Mariners,2,3,Toronto Blue Jays,Toronto Blue Jays,Seattle Mariners,3,2,3-2
718395,2023-04-28,Cleveland Guardians,5,2,Boston Red Sox,Cleveland Guardians,Boston Red Sox,5,2,5-2
718394,2023-04-28,Atlanta Braves,4,0,New York Mets,Atlanta Braves,New York Mets,4,0,4-0
718393,2023-04-28,Tampa Bay Rays,3,2,Chicago White Sox,Tampa Bay Rays,Chicago White Sox,3,2,3-2
718388,2023-04-28,New York Yankees,2,5,Texas Rangers,Texas Rangers,New York Yankees,5,2,5-2
718389,2023-04-28,Philadelphia Phillies,3,1,Houston Astros,Philadelphia Phillies,Houston Astros,3,1,3-1
718386,2023-04-28,Los Angeles Angels,1,2,Milwaukee Brewers,Milwaukee Brewers,Los Angeles Angels,2,1,2-1
718390,2023-04-28,Arizona Diamondbacks,9,1,Colorado Rockies,Arizona Diamondbacks,Colorado Rockies,9,1,9-1
718380,2023-04-28,Cincinnati Reds,11,7,Oakland Athletics,Cincinnati Reds,Oakland Athletics,11,7,11-7
718382,2023-04-28,St. Louis Cardinals,3,7,Los Angeles Dodgers,Los Angeles Dodgers,St. Louis Cardinals,7,3,7-3
718381,2023-04-29,Baltimore Orioles,4,7,Detroit Tigers,Detroit Tigers,Baltimore Orioles,7,4,7-4
718401,2023-04-29,Baltimore Orioles,6,4,Detroit Tigers,Baltimore Orioles,Detroit Tigers,6,4,6-4
718383,2023-04-29,Pittsburgh Pirates,6,3,Washington Nationals,Pittsburgh Pirates,Washington Nationals,6,3,6-3
718399,2023-04-29,Pittsburgh Pirates,16,1,Washington Nationals,Pittsburgh Pirates,Washington Nationals,16,1,16-1
718378,2023-04-29,Kansas City Royals,3,2,Minnesota Twins,Kansas City Royals,Minnesota Twins,3,2,3-2
718379,2023-04-29,Seattle Mariners,0,1,Toronto Blue Jays,Toronto Blue Jays,Seattle Mariners,1,0,1-0
718375,2023-04-29,Chicago Cubs,6,7,Miami Marlins,Miami Marlins,Chicago Cubs,7,6,7-6
718377,2023-04-29,Cincinnati Reds,3,2,Oakland Athletics,Cincinnati Reds,Oakland Athletics,3,2,3-2
718385,2023-04-29,Cleveland Guardians,7,8,Boston Red Sox,Boston Red Sox,Cleveland Guardians,8,7,8-7
718372,2023-04-29,Philadelphia Phillies,6,1,Houston Astros,Philadelphia Phillies,Houston Astros,6,1,6-1
718384,2023-04-29,San Francisco Giants,11,16,San Diego Padres,San Diego Padres,San Francisco Giants,16,11,16-11
718374,2023-04-29,New York Yankees,0,2,Texas Rangers,Texas Rangers,New York Yankees,2,0,2-0
718373,2023-04-29,Tampa Bay Rays,12,3,Chicago White Sox,Tampa Bay Rays,Chicago White Sox,12,3,12-3
718376,2023-04-29,Los Angeles Angels,5,7,Milwaukee Brewers,Milwaukee Brewers,Los Angeles Angels,7,5,7-5
718366,2023-04-29,Arizona Diamondbacks,11,4,Colorado Rockies,Arizona Diamondbacks,Colorado Rockies,11,4,11-4
718369,2023-04-29,St. Louis Cardinals,0,1,Los Angeles Dodgers,Los Angeles Dodgers,St. Louis Cardinals,1,0,1-0
718364,2023-04-30,Chicago Cubs,3,4,Miami Marlins,Miami Marlins,Chicago Cubs,4,3,4-3
718370,2023-04-30,Cleveland Guardians,1,7,Boston Red Sox,Boston Red Sox,Cleveland Guardians,7,1,7-1
718367,2023-04-30,Pittsburgh Pirates,2,7,Washington Nationals,Washington Nationals,Pittsburgh Pirates,7,2,7-2
718363,2023-04-30,Seattle Mariners,10,8,Toronto Blue Jays,Seattle Mariners,Toronto Blue Jays,10,8,10-8
718360,2023-04-30,Baltimore Orioles,5,3,Detroit Tigers,Baltimore Orioles,Detroit Tigers,5,3,5-3
718362,2023-04-30,Kansas City Royals,4,8,Minnesota Twins,Minnesota Twins,Kansas City Royals,8,4,8-4
718355,2023-04-30,Tampa Bay Rays,9,12,Chicago White Sox,Chicago White Sox,Tampa Bay Rays,12,9,12-9
718365,2023-04-30,Los Angeles Angels,3,0,Milwaukee Brewers,Los Angeles Angels,Milwaukee Brewers,3,0,3-0
718356,2023-04-30,New York Yankees,2,15,Texas Rangers,Texas Rangers,New York Yankees,15,2,15-2
718358,2023-04-30,Arizona Diamondbacks,4,12,Colorado Rockies,Colorado Rockies,Arizona Diamondbacks,12,4,12-4
718368,2023-04-30,San Francisco Giants,4,6,San Diego Padres,San Diego Padres,San Francisco Giants,6,4,6-4
718357,2023-04-30,Cincinnati Reds,4,5,Oakland Athletics,Oakland Athletics,Cincinnati Reds,5,4,5-4
718359,2023-04-30,St. Louis Cardinals,3,6,Los Angeles Dodgers,Los Angeles Dodgers,St. Louis Cardinals,6,3,6-3
718354,2023-04-30,Philadelphia Phillies,3,4,Houston Astros,Houston Astros,Philadelphia Phillies,4,3,4-3
718352,2023-05-01,Atlanta Braves,9,8,New York Mets,Atlanta Braves,New York Mets,9,8,9-8
718361,2023-05-01,Atlanta Braves,3,5,New York Mets,New York Mets,Atlanta Braves,5,3,5-3
718349,2023-05-01,Chicago Cubs,5,1,Washington Nationals,Chicago Cubs,Washington Nationals,5,1,5-1
718351,2023-05-01,Cleveland Guardians,3,2,New York Yankees,Cleveland Guardians,New York Yankees,3,2,3-2
718353,2023-05-01,Toronto Blue Jays,5,6,Boston Red Sox,Boston Red Sox,Toronto Blue Jays,6,5,6-5
718350,2023-05-01,San Francisco Giants,3,7,Houston Astros,Houston Astros,San Francisco Giants,7,3,7-3
718345,2023-05-01,Cincinnati Reds,3,8,San Diego Padres,San Diego Padres,Cincinnati Reds,8,3,8-3
718343,2023-05-01,Philadelphia Phillies,4,13,Los Angeles Dodgers,Los Angeles Dodgers,Philadelphia Phillies,13,4,13-4
718347,2023-05-02,Pittsburgh Pirates,1,4,Tampa Bay Rays,Tampa Bay Rays,Pittsburgh Pirates,4,1,4-1
718346,2023-05-02,Atlanta Braves,6,0,Miami Marlins,Atlanta Braves,Miami Marlins,6,0,6-0
718344,2023-05-02,Chicago Cubs,1,4,Washington Nationals,Washington Nationals,Chicago Cubs,4,1,4-1
718339,2023-05-02,Cleveland Guardians,2,4,New York Yankees,New York Yankees,Cleveland Guardians,4,2,4-2
718341,2023-05-02,Toronto Blue Jays,6,7,Boston Red Sox,Boston Red Sox,Toronto Blue Jays,7,6,7-6
718340,2023-05-02,Minnesota Twins,2,3,Chicago White Sox,Chicago White Sox,Minnesota Twins,3,2,3-2
718336,2023-05-02,Baltimore Orioles,11,7,Kansas City Royals,Baltimore Orioles,Kansas City Royals,11,7,11-7
718338,2023-05-02,Los Angeles Angels,5,1,St. Louis Cardinals,Los Angeles Angels,St. Louis Cardinals,5,1,5-1
718342,2023-05-02,Arizona Diamondbacks,4,6,Texas Rangers,Texas Rangers,Arizona Diamondbacks,6,4,6-4
718337,2023-05-02,San Francisco Giants,2,0,Houston Astros,San Francisco Giants,Houston Astros,2,0,2-0
718334,2023-05-02,Milwaukee Brewers,2,3,Colorado Rockies,Colorado Rockies,Milwaukee Brewers,3,2,3-2
718335,2023-05-02,Cincinnati Reds,2,1,San Diego Padres,Cincinnati Reds,San Diego Padres,2,1,2-1
718332,2023-05-02,Seattle Mariners,2,1,Oakland Athletics,Seattle Mariners,Oakland Athletics,2,1,2-1
718331,2023-05-02,Philadelphia Phillies,1,13,Los Angeles Dodgers,Los Angeles Dodgers,Philadelphia Phillies,13,1,13-1
718348,2023-05-03,New York Mets,5,6,Detroit Tigers,Detroit Tigers,New York Mets,6,5,6-5
718329,2023-05-03,New York Mets,1,8,Detroit Tigers,Detroit Tigers,New York Mets,8,1,8-1
718325,2023-05-03,Arizona Diamondbacks,12,7,Texas Rangers,Arizona Diamondbacks,Texas Rangers,12,7,12-7
718326,2023-05-03,San Francisco Giants,4,2,Houston Astros,San Francisco Giants,Houston Astros,4,2,4-2
718330,2023-05-03,Cincinnati Reds,1,7,San Diego Padres,San Diego Padres,Cincinnati Reds,7,1,7-1
718327,2023-05-03,Philadelphia Phillies,6,10,Los Angeles Dodgers,Los Angeles Dodgers,Philadelphia Phillies,10,6,10-6
718328,2023-05-03,Pittsburgh Pirates,1,8,Tampa Bay Rays,Tampa Bay Rays,Pittsburgh Pirates,8,1,8-1
718321,2023-05-03,Atlanta Braves,14,6,Miami Marlins,Atlanta Braves,Miami Marlins,14,6,14-6
718333,2023-05-03,Chicago Cubs,1,2,Washington Nationals,Washington Nationals,Chicago Cubs,2,1,2-1
718324,2023-05-03,Cleveland Guardians,3,4,New York Yankees,New York Yankees,Cleveland Guardians,4,3,4-3
718323,2023-05-03,Toronto Blue Jays,3,8,Boston Red Sox,Boston Red Sox,Toronto Blue Jays,8,3,8-3
718322,2023-05-03,Minnesota Twins,4,6,Chicago White Sox,Chicago White Sox,Minnesota Twins,6,4,6-4
718314,2023-05-03,Baltimore Orioles,0,6,Kansas City Royals,Kansas City Royals,Baltimore Orioles,6,0,6-0
718320,2023-05-03,Los Angeles Angels,6,4,St. Louis Cardinals,Los Angeles Angels,St. Louis Cardinals,6,4,6-4
718315,2023-05-03,Milwaukee Brewers,1,7,Colorado Rockies,Colorado Rockies,Milwaukee Brewers,7,1,7-1
718319,2023-05-03,Seattle Mariners,7,2,Oakland Athletics,Seattle Mariners,Oakland Athletics,7,2,7-2
718317,2023-05-04,Chicago Cubs,3,4,Washington Nationals,Washington Nationals,Chicago Cubs,4,3,4-3
718318,2023-05-04,New York Mets,0,2,Detroit Tigers,Detroit Tigers,New York Mets,2,0,2-0
718309,2023-05-04,Pittsburgh Pirates,2,3,Tampa Bay Rays,Tampa Bay Rays,Pittsburgh Pirates,3,2,3-2
718311,2023-05-04,Los Angeles Angels,11,7,St. Louis Cardinals,Los Angeles Angels,St. Louis Cardinals,11,7,11-7
